"timestamp","pid","role","cpuPct","privateBytes"
"2026-08-30T20:14:22.9573124+02:00","23272","crashpad","0","2486272"
"2026-08-30T20:14:22.9573124+02:00","29408","browser","0","48177152"
"2026-08-30T20:14:22.9573124+02:00","13424","utility","0","13623296"
"2026-08-30T20:14:22.9573124+02:00","22008","gpu-process","0","218263552"
"2026-08-30T20:14:22.9573124+02:00","30368","go-host","0","73187328"
"2026-08-30T20:14:22.9573124+02:00","29976","utility","0","9314304"
"2026-08-30T20:14:22.9573124+02:00","14732","renderer-unassigned","0","54661120"
"2026-08-30T20:14:22.9573124+02:00","29156","renderer-unassigned","0","92176384"
"2026-08-30T20:15:22.9919237+02:00","23272","crashpad","0","3104768"
"2026-08-30T20:15:22.9919237+02:00","29408","browser","1","47636480"
"2026-08-30T20:15:22.9919237+02:00","13424","utility","0","14454784"
"2026-08-30T20:15:22.9919237+02:00","22008","gpu-process","0","205590528"
"2026-08-30T20:15:22.9919237+02:00","30368","go-host","2","74366976"
"2026-08-30T20:15:22.9919237+02:00","29976","utility","0","9220096"
"2026-08-30T20:15:22.9919237+02:00","14732","renderer-unassigned","0","63893504"
"2026-08-30T20:15:22.9919237+02:00","29156","renderer-unassigned","2","137916416"
"2026-08-30T20:16:23.0035868+02:00","23272","crashpad","0","3104768"
"2026-08-30T20:16:23.0035868+02:00","29408","browser","1","48259072"
"2026-08-30T20:16:23.0035868+02:00","13424","utility","0","14454784"
"2026-08-30T20:16:23.0035868+02:00","22008","gpu-process","0","207851520"
"2026-08-30T20:16:23.0035868+02:00","30368","go-host","2","76128256"
"2026-08-30T20:16:23.0035868+02:00","29976","utility","0","9220096"
"2026-08-30T20:16:23.0035868+02:00","14732","renderer-unassigned","0","73064448"
"2026-08-30T20:16:23.0035868+02:00","29156","renderer-unassigned","2","150999040"
"2026-08-30T20:17:23.1314351+02:00","23272","crashpad","0","2969600"
"2026-08-30T20:17:23.1314351+02:00","29408","browser","1","48566272"
"2026-08-30T20:17:23.1314351+02:00","13424","utility","0","14311424"
"2026-08-30T20:17:23.1314351+02:00","22008","gpu-process","0","202960896"
"2026-08-30T20:17:23.1314351+02:00","30368","go-host","2","75677696"
"2026-08-30T20:17:23.1314351+02:00","29976","utility","0","9220096"
"2026-08-30T20:17:23.1314351+02:00","14732","renderer-unassigned","0","81944576"
"2026-08-30T20:17:23.1314351+02:00","29156","renderer-unassigned","2","270184448"
"2026-08-30T20:18:23.0897332+02:00","23272","crashpad","0","2912256"
"2026-08-30T20:18:23.0897332+02:00","29408","browser","1","49942528"
"2026-08-30T20:18:23.0897332+02:00","13424","utility","0","15491072"
"2026-08-30T20:18:23.0897332+02:00","22008","gpu-process","0","203182080"
"2026-08-30T20:18:23.0897332+02:00","30368","go-host","2","76087296"
"2026-08-30T20:18:23.0897332+02:00","29976","utility","0","9220096"
"2026-08-30T20:18:23.0897332+02:00","14732","renderer-unassigned","0","89530368"
"2026-08-30T20:18:23.0897332+02:00","29156","renderer-unassigned","2","237584384"
"2026-08-30T20:19:23.0413183+02:00","23272","crashpad","0","2990080"
"2026-08-30T20:19:23.0413183+02:00","29408","browser","1","50016256"
"2026-08-30T20:19:23.0413183+02:00","13424","utility","0","15589376"
"2026-08-30T20:19:23.0413183+02:00","22008","gpu-process","0","214458368"
"2026-08-30T20:19:23.0413183+02:00","30368","go-host","3","76959744"
"2026-08-30T20:19:23.0413183+02:00","29976","utility","0","9351168"
"2026-08-30T20:19:23.0413183+02:00","14732","renderer-unassigned","0","92131328"
"2026-08-30T20:19:23.0413183+02:00","29156","renderer-unassigned","2","249032704"
"2026-08-30T20:20:23.1306383+02:00","23272","crashpad","0","2985984"
"2026-08-30T20:20:23.1306383+02:00","29408","browser","1","50876416"
"2026-08-30T20:20:23.1306383+02:00","13424","utility","0","16228352"
"2026-08-30T20:20:23.1306383+02:00","22008","gpu-process","0","199290880"
"2026-08-30T20:20:23.1306383+02:00","30368","go-host","3","77033472"
"2026-08-30T20:20:23.1306383+02:00","29976","utility","0","9318400"
"2026-08-30T20:20:23.1306383+02:00","14732","renderer-unassigned","0","100712448"
"2026-08-30T20:20:23.1306383+02:00","29156","renderer-unassigned","2","303054848"
"2026-08-30T20:21:23.1012926+02:00","23272","crashpad","0","2916352"
"2026-08-30T20:21:23.1012926+02:00","29408","browser","1","52125696"
"2026-08-30T20:21:23.1012926+02:00","13424","utility","0","16777216"
"2026-08-30T20:21:23.1012926+02:00","22008","gpu-process","0","209260544"
"2026-08-30T20:21:23.1012926+02:00","30368","go-host","2","76546048"
"2026-08-30T20:21:23.1012926+02:00","29976","utility","0","9469952"
"2026-08-30T20:21:23.1012926+02:00","14732","renderer-unassigned","0","104181760"
"2026-08-30T20:21:23.1012926+02:00","29156","renderer-unassigned","2","232321024"
"2026-08-30T20:22:22.9879009+02:00","23272","crashpad","0","2916352"
"2026-08-30T20:22:22.9879009+02:00","29408","browser","1","52285440"
"2026-08-30T20:22:22.9879009+02:00","13424","utility","0","16736256"
"2026-08-30T20:22:22.9879009+02:00","22008","gpu-process","0","207106048"
"2026-08-30T20:22:22.9879009+02:00","30368","go-host","2","77156352"
"2026-08-30T20:22:22.9879009+02:00","29976","utility","0","9330688"
"2026-08-30T20:22:22.9879009+02:00","14732","renderer-unassigned","0","105267200"
"2026-08-30T20:22:22.9879009+02:00","29156","renderer-unassigned","2","336957440"
"2026-08-30T20:23:22.9692589+02:00","23272","crashpad","0","2916352"
"2026-08-30T20:23:22.9692589+02:00","29408","browser","1","53755904"
"2026-08-30T20:23:22.9692589+02:00","13424","utility","0","17920000"
"2026-08-30T20:23:22.9692589+02:00","22008","gpu-process","0","236150784"
"2026-08-30T20:23:22.9692589+02:00","30368","go-host","2","77811712"
"2026-08-30T20:23:22.9692589+02:00","29976","utility","0","9330688"
"2026-08-30T20:23:22.9692589+02:00","14732","renderer-unassigned","0","111480832"
"2026-08-30T20:23:22.9692589+02:00","29156","renderer-unassigned","2","233005056"
"2026-08-30T20:24:23.0704432+02:00","23272","crashpad","0","2981888"
"2026-08-30T20:24:23.0704432+02:00","29408","browser","1","51412992"
"2026-08-30T20:24:23.0704432+02:00","13424","utility","0","15630336"
"2026-08-30T20:24:23.0704432+02:00","22008","gpu-process","2","229568512"
"2026-08-30T20:24:23.0704432+02:00","30368","go-host","3","80056320"
"2026-08-30T20:24:23.0704432+02:00","29976","utility","0","9420800"
"2026-08-30T20:24:23.0704432+02:00","14732","renderer-unassigned","0","115666944"
"2026-08-30T20:24:23.0704432+02:00","29156","renderer-unassigned","3","267329536"
"2026-08-30T20:25:23.0446191+02:00","23272","crashpad","0","2985984"
"2026-08-30T20:25:23.0446191+02:00","29408","browser","1","51552256"
"2026-08-30T20:25:23.0446191+02:00","13424","utility","0","16269312"
"2026-08-30T20:25:23.0446191+02:00","22008","gpu-process","0","220315648"
"2026-08-30T20:25:23.0446191+02:00","30368","go-host","2","79187968"
"2026-08-30T20:25:23.0446191+02:00","29976","utility","0","9420800"
"2026-08-30T20:25:23.0446191+02:00","14732","renderer-unassigned","0","123539456"
"2026-08-30T20:25:23.0446191+02:00","29156","renderer-unassigned","2","336478208"
"2026-08-30T20:26:23.1657157+02:00","23272","crashpad","0","2916352"
"2026-08-30T20:26:23.1657157+02:00","29408","browser","1","52334592"
"2026-08-30T20:26:23.1657157+02:00","13424","utility","0","16809984"
"2026-08-30T20:26:23.1657157+02:00","22008","gpu-process","0","218779648"
"2026-08-30T20:26:23.1657157+02:00","30368","go-host","3","79659008"
"2026-08-30T20:26:23.1657157+02:00","29976","utility","0","9347072"
"2026-08-30T20:26:23.1657157+02:00","14732","renderer-unassigned","0","133464064"
"2026-08-30T20:26:23.1657157+02:00","29156","renderer-unassigned","2","321806336"
"2026-08-30T20:27:23.1709189+02:00","23272","crashpad","0","2920448"
"2026-08-30T20:27:23.1709189+02:00","29408","browser","1","52670464"
"2026-08-30T20:27:23.1709189+02:00","13424","utility","0","16781312"
"2026-08-30T20:27:23.1709189+02:00","22008","gpu-process","0","215179264"
"2026-08-30T20:27:23.1709189+02:00","30368","go-host","3","78999552"
"2026-08-30T20:27:23.1709189+02:00","29976","utility","0","9314304"
"2026-08-30T20:27:23.1709189+02:00","14732","renderer-unassigned","0","141783040"
"2026-08-30T20:27:23.1709189+02:00","29156","renderer-unassigned","2","333463552"
"2026-08-30T20:28:23.1536853+02:00","23272","crashpad","0","2916352"
"2026-08-30T20:28:23.1536853+02:00","29408","browser","1","53886976"
"2026-08-30T20:28:23.1536853+02:00","13424","utility","0","17891328"
"2026-08-30T20:28:23.1536853+02:00","22008","gpu-process","0","222642176"
"2026-08-30T20:28:23.1536853+02:00","30368","go-host","2","79831040"
"2026-08-30T20:28:23.1536853+02:00","29976","utility","0","9314304"
"2026-08-30T20:28:23.1536853+02:00","14732","renderer-unassigned","0","146104320"
"2026-08-30T20:28:23.1536853+02:00","29156","renderer-unassigned","2","347013120"
"2026-08-30T20:29:22.9579840+02:00","23272","crashpad","0","2916352"
"2026-08-30T20:29:22.9579840+02:00","29408","browser","1","52412416"
"2026-08-30T20:29:22.9579840+02:00","13424","utility","0","15519744"
"2026-08-30T20:29:22.9579840+02:00","22008","gpu-process","0","215846912"
"2026-08-30T20:29:22.9579840+02:00","30368","go-host","3","81965056"
"2026-08-30T20:29:22.9579840+02:00","29976","utility","0","9314304"
"2026-08-30T20:29:22.9579840+02:00","14732","renderer-unassigned","0","153690112"
"2026-08-30T20:29:22.9579840+02:00","29156","renderer-unassigned","2","506568704"
"2026-08-30T20:30:23.1405911+02:00","23272","crashpad","0","2916352"
"2026-08-30T20:30:23.1405911+02:00","29408","browser","1","52248576"
"2026-08-30T20:30:23.1405911+02:00","13424","utility","0","16162816"
"2026-08-30T20:30:23.1405911+02:00","22008","gpu-process","0","227373056"
"2026-08-30T20:30:23.1405911+02:00","30368","go-host","2","81416192"
"2026-08-30T20:30:23.1405911+02:00","29976","utility","0","9314304"
"2026-08-30T20:30:23.1405911+02:00","14732","renderer-unassigned","0","155537408"
"2026-08-30T20:30:23.1405911+02:00","29156","renderer-unassigned","2","341622784"
"2026-08-30T20:31:23.0931507+02:00","23272","crashpad","0","2920448"
"2026-08-30T20:31:23.0931507+02:00","29408","browser","1","52948992"
"2026-08-30T20:31:23.0931507+02:00","13424","utility","0","16711680"
"2026-08-30T20:31:23.0931507+02:00","22008","gpu-process","0","232296448"
"2026-08-30T20:31:23.0931507+02:00","30368","go-host","3","81551360"
"2026-08-30T20:31:23.0931507+02:00","29976","utility","0","9314304"
"2026-08-30T20:31:23.0931507+02:00","14732","renderer-unassigned","0","155602944"
"2026-08-30T20:31:23.0931507+02:00","29156","renderer-unassigned","2","336154624"
