session_id,date_utc,track,layout,car,class,session_type,weatherconditions,duration_s,continuous_span_s,laps,source_bytes,catalog_continuous,catalog_events
S014-ff10a95e,2026-05-02T12:26:08Z,Autodromo Nazionale Monza,Autodromo Nazionale Monza,Genesis Custom Team 2026 #397,Hyper,Practice,Clear,3939.34,276.0,2,8237056,56,42
S015-b02e590c,2026-05-02T12:34:16Z,Autodromo Nazionale Monza,Autodromo Nazionale Monza,Genesis Custom Team 2026 #397,Hyper,Practice,Light Clouds,2779.52,852.0,8,20983808,56,42
S016-ab73fbb7,2026-05-02T13:39:59Z,Autodromo Nazionale Monza,Autodromo Nazionale Monza,Genesis Custom Team 2026 #397,Hyper,Practice,Clear,8194.62,2338.0,23,54079488,56,42
S017-5671517d,2026-05-02T14:21:52Z,Autodromo Nazionale Monza,Autodromo Nazionale Monza,Genesis Custom Team 2026 #397,Hyper,Practice,Light Clouds,1696.17,266.0,2,8286208,56,42
S018-d95fd2bd,2026-05-02T14:28:57Z,Autodromo Nazionale Monza,Autodromo Nazionale Monza,Genesis Custom Team 2026 #397,Hyper,Practice,Light Clouds,2547.32,636.0,6,15282176,56,42
S019-5af7583b,2026-05-02T14:39:59Z,Autodromo Nazionale Monza,Autodromo Nazionale Monza,Genesis Custom Team 2026 #397,Hyper,Practice,Light Clouds,3218.08,495.0,4,12988416,56,42
S020-bac8632d,2026-05-02T14:48:41Z,Autodromo Nazionale Monza,Autodromo Nazionale Monza,Genesis Custom Team 2026 #397,Hyper,Practice,Light Clouds,3628.42,465.0,4,11988992,56,42
S021-26196eaf,2026-05-02T14:56:41Z,Autodromo Nazionale Monza,Autodromo Nazionale Monza,Genesis Custom Team 2026 #397,Hyper,Practice,Clear,4305.0,531.0,5,13676544,56,42
S022-bae9ee9e,2026-05-02T15:05:44Z,Autodromo Nazionale Monza,Autodromo Nazionale Monza,Genesis Custom Team 2026 #397,Hyper,Practice,Clear,4763.02,540.0,5,13824000,56,42
S023-81015818,2026-05-02T15:45:03Z,Autodromo Nazionale Monza,Autodromo Nazionale Monza,Genesis Custom Team 2026 #397,Hyper,Practice,Light Clouds,2468.7,545.0,5,13791232,56,42
S024-2fe4e6a1,2026-05-02T16:07:33Z,Autodromo Nazionale Monza,Autodromo Nazionale Monza,Genesis Custom Team 2026 #397,Hyper,Qualify,Mostly Cloudy,748.06,656.0,6,15724544,56,42
S025-06d5144b,2026-05-02T17:37:55Z,Autodromo Nazionale Monza,Autodromo Nazionale Monza,Genesis Custom Team 2026 #397,Hyper,Practice,Mostly Cloudy,8598.58,738.0,7,16920576,56,42
S026-08a1e626,2026-05-02T18:05:21Z,Autodromo Nazionale Monza,Autodromo Nazionale Monza,Genesis Custom Team 2026 #397,Hyper,Race,Light Clouds,12158.9,6037.0,60,166162432,56,42
S027-7b4506d1,2026-05-02T23:13:04Z,Autodromo Nazionale Monza,Autodromo Nazionale Monza,Genesis Custom Team 2026 #397,Hyper,Practice,Light Clouds,609.43,81.0,0,3633152,56,42
S028-95f14e69,2026-05-02T23:14:35Z,Autodromo Nazionale Monza,Autodromo Nazionale Monza,Genesis Custom Team 2026 #397,Hyper,Practice,Light Clouds,700.355,193.0,1,6811648,56,42
S029-c16cac23,2026-05-06T19:41:46Z,Autódromo José Carlos Pace,Autódromo José Carlos Pace,Genesis Custom Team 2026 #397,Hyper,Practice,Mostly Cloudy,2277.85,4.0,0,1601536,56,42
S030-e11b6ff2,2026-05-06T19:42:09Z,Autódromo José Carlos Pace,Autódromo José Carlos Pace,Genesis Custom Team 2026 #397,Hyper,Practice,Mostly Cloudy,2300.698,28.0,0,2043904,56,42
S031-cabbb179,2026-05-06T19:43:49Z,Autódromo José Carlos Pace,Autódromo José Carlos Pace,Genesis Custom Team 2026 #397,Hyper,Practice,Mostly Cloudy,2403.495,664.0,7,15675392,56,42
S032-4145309e,2026-05-06T20:00:46Z,Autódromo José Carlos Pace,Autódromo José Carlos Pace,Genesis Custom Team 2026 #397,Hyper,Practice,Overcast,3416.995,165.0,1,5369856,56,42
S033-1f7a7aca,2026-05-06T20:03:42Z,Autódromo José Carlos Pace,Autódromo José Carlos Pace,Genesis Custom Team 2026 #397,Hyper,Practice,Overcast,4672.84,1130.0,11,28094464,56,42
S034-ee577d60,2026-05-06T20:22:50Z,Autódromo José Carlos Pace,Autódromo José Carlos Pace,Genesis Custom Team 2026 #397,Hyper,Practice,Overcast,4741.128,26.0,0,1978368,56,42
S035-2901ad7c,2026-05-07T19:04:43Z,Autódromo José Carlos Pace,Autódromo José Carlos Pace,Genesis Custom Team 2026 #397,Hyper,Practice,Overcast,3916.025,58.0,0,2928640,56,42
S036-a52f7bfb,2026-05-07T19:05:48Z,Autódromo José Carlos Pace,Autódromo José Carlos Pace,Genesis Custom Team 2026 #397,Hyper,Practice,Overcast,3980.97,23.0,0,1961984,56,42
S037-807b3e54,2026-05-07T19:06:17Z,Autódromo José Carlos Pace,Autódromo José Carlos Pace,Genesis Custom Team 2026 #397,Hyper,Practice,Overcast,4010.015,206.0,1,6483968,56,42
S038-751e026d,2026-05-07T19:09:53Z,Autódromo José Carlos Pace,Autódromo José Carlos Pace,Genesis Custom Team 2026 #397,Hyper,Practice,Overcast,4226.253,63.0,0,3158016,56,42
S039-8c2ccffd,2026-05-07T19:11:03Z,Autódromo José Carlos Pace,Autódromo José Carlos Pace,Genesis Custom Team 2026 #397,Hyper,Practice,Overcast,5867.4,1786.0,18,46739456,56,42
S040-3ebe91db,2026-05-07T19:43:02Z,Autódromo José Carlos Pace,Autódromo José Carlos Pace,Genesis Custom Team 2026 #397,Hyper,Practice,Cloudy & Drizzle,7668.2,1464.0,15,33746944,56,42
S041-5b86319c,2026-05-08T15:50:38Z,Circuit de Spa-Francorchamps,Circuit de Spa-Francorchamps,Logitech G Challenge #10:LGC,GT3,Practice,Clear,273.48,141.0,0,5206016,56,42
S042-381eda74,2026-05-08T15:54:54Z,Circuit de Spa-Francorchamps,Circuit de Spa-Francorchamps,Logitech G Challenge #10:LGC,GT3,Practice,Light Clouds,529.17,341.0,2,8777728,56,42
S043-3885c392,2026-05-08T16:03:55Z,Circuit de Spa-Francorchamps,Circuit de Spa-Francorchamps,Logitech G Challenge #10:LGC,GT3,Qualify,Clear,76.86,21.0,0,1896448,56,42
S044-a4acffcf,2026-05-08T16:04:24Z,Circuit de Spa-Francorchamps,Circuit de Spa-Francorchamps,Logitech G Challenge #10:LGC,GT3,Qualify,Clear,399.22,326.0,2,8548352,56,42
S045-ac539faa,2026-05-08T16:11:00Z,Circuit de Spa-Francorchamps,Circuit de Spa-Francorchamps,Logitech G Challenge #10:LGC,GT3,Race,Clear,1399.66,1380.0,9,29995008,56,42
S046-9870f713,2026-05-08T16:37:54Z,Paul Ricard Circuit,Paul Ricard - 1A-V2,CLX Motorsport #47:ELMS25,LMP2_ELMS,Practice,Mostly Cloudy,1010.16,807.0,7,20246528,56,42
S047-42e1ee37,2026-05-08T16:53:24Z,Paul Ricard Circuit,Paul Ricard - 1A-V2,CLX Motorsport #47:ELMS25,LMP2_ELMS,Qualify,Mostly Cloudy,610.66,582.0,5,14299136,56,42
S048-808922ec,2026-05-08T17:03:57Z,Paul Ricard Circuit,Paul Ricard - 1A-V2,CLX Motorsport #47:ELMS25,LMP2_ELMS,Race,Mostly Cloudy,1983.38,1937.0,17,47263744,56,42
S049-56747c2a,2026-05-08T17:41:36Z,Circuit de la Sarthe,Circuit de la Sarthe Mulsanne,The Bend Team WRT 2025 #31:LM,GT3,Practice,Light Clouds,93.802,65.0,0,3141632,56,42
S050-47f4178d,2026-05-08T17:43:01Z,Circuit de la Sarthe,Circuit de la Sarthe Mulsanne,The Bend Team WRT 2025 #31:LM,GT3,Qualify,Light Clouds,496.88,492.0,2,11481088,56,42
S051-ab3eadcd,2026-05-08T17:52:14Z,Circuit de la Sarthe,Circuit de la Sarthe Mulsanne,The Bend Team WRT 2025 #31:LM,GT3,Race,Light Clouds,1531.22,1483.0,6,30027776,56,42
S052-ae213966,2026-05-08T18:21:00Z,Circuit de Spa-Francorchamps,Circuit de Spa-Francorchamps,United Autosports #22:ELMS25,LMP2_ELMS,Practice,Light Clouds,789.48,543.0,4,13348864,56,42
S053-3ff82ac6,2026-05-08T18:33:10Z,Circuit de Spa-Francorchamps,Circuit de Spa-Francorchamps,United Autosports #22:ELMS25,LMP2_ELMS,Qualify,Partially Cloudy,539.0,539.0,4,13660160,56,42
S054-18d4626a,2026-05-08T18:43:31Z,Circuit de Spa-Francorchamps,Circuit de Spa-Francorchamps,United Autosports #22:ELMS25,LMP2_ELMS,Race,Light Clouds,20.405,2.0,0,1388544,56,42
S055-bfa2026d,2026-05-08T18:44:04Z,Circuit de Spa-Francorchamps,Circuit de Spa-Francorchamps,United Autosports #22:ELMS25,LMP2_ELMS,Race,Light Clouds,668.96,662.0,4,16297984,56,42
S056-2220afec,2026-05-10T17:07:20Z,Autódromo José Carlos Pace,Autódromo José Carlos Pace,Genesis Custom Team 2026 #397,Hyper,Practice,Partially Cloudy,8935.82,513.0,5,12955648,56,42
S057-1e36328a,2026-05-10T17:25:25Z,Autódromo José Carlos Pace,Autódromo José Carlos Pace,Genesis Custom Team 2026 #397,Hyper,Practice,Partially Cloudy,494.0,494.0,5,12644352,56,42
S058-635a8fc5,2026-05-11T15:35:30Z,Circuit de Spa-Francorchamps,Circuit de Spa-Francorchamps,United Autosports #21:ELMS25,LMP2_ELMS,Qualify,Partially Cloudy,572.96,454.0,3,11563008,56,42
S059-e4f6b210,2026-05-11T15:43:49Z,Circuit de Spa-Francorchamps,Circuit de Spa-Francorchamps,United Autosports #21:ELMS25,LMP2_ELMS,Race,Light Clouds,2099.9,2054.0,15,49721344,56,42
S060-838b02e2,2026-05-11T16:21:22Z,Circuit de Spa-Francorchamps,Circuit de Spa-Francorchamps,United Autosports #21:ELMS25,LMP2_ELMS,Practice,Light Clouds,684.84,531.0,3,13053952,56,42
S061-0c03a846,2026-05-11T16:33:21Z,Circuit de Spa-Francorchamps,Circuit de Spa-Francorchamps,United Autosports #21:ELMS25,LMP2_ELMS,Qualify,Partially Cloudy,442.76,418.0,3,10956800,56,42
S062-0df9b303,2026-05-11T16:44:11Z,Circuit de Spa-Francorchamps,Circuit de Spa-Francorchamps,United Autosports #21:ELMS25,LMP2_ELMS,Race,Light Clouds,2058.54,2005.0,15,48345088,56,42
S063-13479af0,2026-05-11T17:23:03Z,Circuit de Spa-Francorchamps,Circuit de Spa-Francorchamps,Logitech G Challenge #2:LGC,GT3,Qualify,Clear,94.0,94.0,0,4124672,56,42
S064-6706227a,2026-05-11T17:24:42Z,Circuit de Spa-Francorchamps,Circuit de Spa-Francorchamps,Logitech G Challenge #2:LGC,GT3,Qualify,Clear,419.36,302.0,2,7925760,56,42
S065-3a812691,2026-05-11T17:30:34Z,Circuit de Spa-Francorchamps,Circuit de Spa-Francorchamps,Logitech G Challenge #2:LGC,GT3,Race,Clear,5.99,2.0,0,1404928,56,42
S066-c90d775c,2026-05-11T17:30:43Z,Circuit de Spa-Francorchamps,Circuit de Spa-Francorchamps,Logitech G Challenge #2:LGC,GT3,Race,Clear,14.98,1.0,0,1372160,56,42
S067-3cbfa24b,2026-05-11T17:31:01Z,Circuit de Spa-Francorchamps,Circuit de Spa-Francorchamps,Logitech G Challenge #2:LGC,GT3,Race,Clear,1371.0,1371.0,9,30060544,56,42
S068-84d6933e,2026-05-11T18:04:41Z,Silverstone Circuit,Silverstone International Circuit,Proton Competition 2025 #88:LM,GT3,Practice,Light Clouds,978.52,387.0,5,10547200,56,42
S069-83cd6dca,2026-05-11T18:12:56Z,Silverstone Circuit,Silverstone International Circuit,Proton Competition 2025 #88:LM,GT3,Qualify,Partially Cloudy,558.0,558.0,8,14233600,56,42
S070-b97f32fa,2026-05-11T18:22:58Z,Silverstone Circuit,Silverstone International Circuit,Proton Competition 2025 #88:LM,GT3,Race,Partially Cloudy,739.0,739.0,9,16871424,56,42
S071-0042ac66,2026-05-13T15:31:12Z,Autodromo Enzo e Dino Ferrari,Autodromo Enzo e Dino Ferrari,IDEC Sport #28:ELMS25,LMP2_ELMS,Practice,Light Clouds,72.43,63.0,0,3125248,56,42
S072-1ea37c8d,2026-05-13T15:32:21Z,Autodromo Enzo e Dino Ferrari,Autodromo Enzo e Dino Ferrari,IDEC Sport #28:ELMS25,LMP2_ELMS,Practice,Light Clouds,140.23,17.0,0,1716224,56,42
S073-b4626405,2026-05-13T15:32:54Z,Autodromo Enzo e Dino Ferrari,Autodromo Enzo e Dino Ferrari,IDEC Sport #28:ELMS25,LMP2_ELMS,Qualify,Light Clouds,526.66,521.0,4,13627392,56,42
S074-7e45d97a,2026-05-13T15:42:48Z,Autodromo Enzo e Dino Ferrari,Autodromo Enzo e Dino Ferrari,IDEC Sport #28:ELMS25,LMP2_ELMS,Race,Light Clouds,7.268,2.0,0,1372160,56,42
S075-ee228328,2026-05-13T15:43:38Z,Autodromo Enzo e Dino Ferrari,Autodromo Enzo e Dino Ferrari,IDEC Sport #28:ELMS25,LMP2_ELMS,Race,Light Clouds,2025.94,1970.0,20,46886912,56,42
S076-047f6b24,2026-05-13T16:22:08Z,Autodromo Enzo e Dino Ferrari,Autodromo Enzo e Dino Ferrari,IDEC Sport #28:ELMS25,LMP2_ELMS,Practice,Clear,766.54,457.0,4,11743232,56,42
S077-e2d8253d,2026-05-13T16:33:12Z,Autodromo Enzo e Dino Ferrari,Autodromo Enzo e Dino Ferrari,IDEC Sport #28:ELMS25,LMP2_ELMS,Qualify,Light Clouds,537.64,522.0,5,13053952,56,42
S078-a39e1a6b,2026-05-13T16:42:58Z,Autodromo Enzo e Dino Ferrari,Autodromo Enzo e Dino Ferrari,IDEC Sport #28:ELMS25,LMP2_ELMS,Race,Light Clouds,2012.62,1998.0,20,46657536,56,42
S079-97bb0988,2026-05-13T17:25:00Z,Bahrain International Circuit,Bahrain International Circuit,Genesis Magma Racing 2026 #19:WEC,Hyper,Practice,Light Clouds,192.502,9.0,0,1617920,56,42
S080-57ed742a,2026-05-13T17:25:18Z,Bahrain International Circuit,Bahrain International Circuit,Genesis Magma Racing 2026 #19:WEC,Hyper,Practice,Light Clouds,907.96,729.0,6,17002496,56,42
S081-0071e8fa,2026-05-13T17:40:06Z,Bahrain International Circuit,Bahrain International Circuit,Genesis Magma Racing 2026 #19:WEC,Hyper,Practice,Light Clouds,1345.4,305.0,2,8564736,56,42
S082-558b72df,2026-05-13T17:48:15Z,Bahrain International Circuit,Bahrain International Circuit,Genesis Magma Racing 2026 #19:WEC,Hyper,Qualify,Light Clouds,501.18,475.0,4,12578816,56,42
S083-695e8e01,2026-05-13T17:58:23Z,Bahrain International Circuit,Bahrain International Circuit,Genesis Magma Racing 2026 #19:WEC,Hyper,Race,Light Clouds,24.745,4.0,0,1372160,56,42
S084-95407bb3,2026-05-13T17:58:35Z,Bahrain International Circuit,Bahrain International Circuit,Genesis Magma Racing 2026 #19:WEC,Hyper,Race,Light Clouds,1522.0,1522.0,12,36122624,56,42
S085-a17c91f1,2026-05-13T18:52:50Z,Autódromo José Carlos Pace,Autódromo José Carlos Pace,Genesis Custom Team 2026 #397,Hyper,Practice,Partially Cloudy,876.035,123.0,1,5173248,56,42
S086-24abf4e9,2026-05-13T18:55:00Z,Autódromo José Carlos Pace,Autódromo José Carlos Pace,Genesis Custom Team 2026 #397,Hyper,Practice,Partially Cloudy,1006.062,107.0,0,4648960,56,42
S087-5ddce207,2026-05-13T18:57:06Z,Autódromo José Carlos Pace,Autódromo José Carlos Pace,Genesis Custom Team 2026 #397,Hyper,Practice,Partially Cloudy,1611.64,669.0,7,15872000,56,42
S088-75d3cdbc,2026-05-13T19:09:11Z,Autódromo José Carlos Pace,Autódromo José Carlos Pace,Genesis Custom Team 2026 #397,Hyper,Practice,Mostly Cloudy,2346.66,1217.0,13,27504640,56,42
S089-38c40c50,2026-05-13T19:36:03Z,Autódromo José Carlos Pace,Autódromo José Carlos Pace,Genesis Custom Team 2026 #397,Hyper,Practice,Mostly Cloudy,3708.06,953.0,10,23326720,56,42
S090-ee2b55cc,2026-05-15T20:15:01Z,Autódromo José Carlos Pace,Autódromo José Carlos Pace,Genesis Custom Team 2026 #397,Hyper,Practice,Overcast,3910.065,30.0,0,2125824,56,42
S091-d00738d2,2026-05-15T20:15:45Z,Autódromo José Carlos Pace,Autódromo José Carlos Pace,Genesis Custom Team 2026 #397,Hyper,Practice,Overcast,4428.58,763.0,8,18149376,56,42
S092-e54a72cc,2026-05-15T20:33:22Z,Autódromo José Carlos Pace,Autódromo José Carlos Pace,Genesis Custom Team 2026 #397,Hyper,Practice,Mostly Cloudy,4262.18,2339.0,25,51343360,56,42
S093-824c67df,2026-05-15T21:14:26Z,Autódromo José Carlos Pace,Autódromo José Carlos Pace,Genesis Custom Team 2026 #397,Hyper,Practice,Cloudy & Drizzle,7476.475,282.0,2,8499200,56,42
S094-66198ead,2026-05-15T22:40:36Z,Autódromo José Carlos Pace,Autódromo José Carlos Pace,Alpine Endurance Team 2025 #35:EC,Hyper,Race,Clear,25.0,25.0,0,1765376,56,42
S095-ab836dc9,2026-05-31T11:23:08Z,Silverstone Circuit,Silverstone Grand Prix Circuit - ELMS,Alpine Endurance Team 2025 #35:EC,Hyper,Practice,Light Clouds,305.473,12.0,0,1650688,56,42
S096-85318634,2026-05-31T11:23:34Z,Silverstone Circuit,Silverstone Grand Prix Circuit - ELMS,Alpine Endurance Team 2025 #35:EC,Hyper,Practice,Light Clouds,329.618,40.0,0,2502656,56,42
S097-6aca2cb0,2026-05-31T11:24:47Z,Silverstone Circuit,Silverstone Grand Prix Circuit - ELMS,Alpine Endurance Team 2025 #35:EC,Hyper,Practice,Light Clouds,402.192,40.0,0,2453504,56,42
S098-a522c501,2026-05-31T11:35:27Z,Silverstone Circuit,Silverstone Grand Prix Circuit - ELMS,Alpine Endurance Team 2025 #35:EC,Hyper,Practice,Light Clouds,1041.3,164.0,0,5304320,56,42
S099-390d5066,2026-05-31T12:08:07Z,Algarve International Circuit,Algarve International Circuit,Akkodis ASP Team 2025 #78:LM,GT3,Practice,Light Clouds,317.915,57.0,0,2764800,56,42
S100-b6bdbfa1,2026-05-31T13:29:47Z,Algarve International Circuit,Algarve International Circuit,Proton Competition 2025 #77:LM,GT3,Practice,Light Clouds,282.108,15.0,0,1814528,56,42
S101-232f1b9b,2026-05-31T13:40:44Z,Autodromo Nazionale Monza,Autodromo Nazionale Monza,Proton Competition 2025 #77:LM,GT3,Practice,Clear,185.933,153.0,0,4894720,56,42
S102-08c906e1,2026-05-31T14:17:43Z,Bahrain International Circuit,Bahrain Outer Circuit,DKR Engineering #3:ELMS25,LMP2_ELMS,Practice,Clear,121.0,121.0,1,4960256,56,42
S103-3a203f5f,2026-05-31T15:18:41Z,Bahrain International Circuit,Bahrain Outer Circuit,DKR Engineering #3:ELMS25,LMP2_ELMS,Practice,Light Clouds,155.285,103.0,0,4222976,56,42
S104-9c689a76,2026-05-31T15:30:03Z,Bahrain International Circuit,Bahrain Outer Circuit,DKR Engineering #3:ELMS25,LMP2_ELMS,Practice,Clear,836.123,64.0,0,3059712,56,42
S105-be568146,2026-05-31T15:41:53Z,Circuit de Barcelona,Circuit de Barcelona,Alpine Endurance Team 2025 #35:EC,Hyper,Practice,Light Clouds,1145.855,120.0,0,4943872,56,42
S106-07d10ce2,2026-06-05T19:38:51Z,Circuit de la Sarthe,Circuit de la Sarthe,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Light Clouds,159.0,159.0,0,5386240,56,42
S107-ff4d511a,2026-06-05T19:43:35Z,Circuit de la Sarthe,Circuit de la Sarthe,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Light Clouds,281.0,281.0,1,8679424,56,42
S108-40fdca20,2026-06-05T19:50:01Z,Circuit de Barcelona,Circuit de Barcelona,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Light Clouds,32.0,32.0,0,2076672,56,42
S109-76f1c83e,2026-06-05T19:53:00Z,Circuit de Barcelona,Circuit de Barcelona,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Light Clouds,235.0,235.0,2,6746112,56,42
S110-fa970d4a,2026-06-05T20:01:33Z,Circuit de Barcelona,Circuit de Barcelona,Team Virage #8:ELMS25,LMP3,Practice,Light Clouds,102.69,9.0,0,1650688,56,42
S111-111ffb8d,2026-06-05T20:01:54Z,Circuit de Barcelona,Circuit de Barcelona,Team Virage #8:ELMS25,LMP3,Practice,Light Clouds,122.1,108.0,0,4403200,56,42
S112-17c15015,2026-06-05T20:04:32Z,Circuit de Barcelona,Circuit de Barcelona,WTM by Rinaldi Racing 2025 #12:ELMS,LMP3,Practice,Light Clouds,123.0,123.0,1,5124096,56,42
S113-21a0b09a,2026-06-05T20:11:59Z,Circuit de Barcelona,Circuit de Barcelona,DKR Engineering #4:ELMS25,LMP3,Practice,Light Clouds,308.0,308.0,3,7860224,56,42
S114-6cb8c45b,2026-06-06T17:30:08Z,Fuji Speedway,Fuji Speedway,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Light Clouds,923.173,2.0,0,1617920,56,42
S115-38869abe,2026-06-06T18:22:47Z,Fuji Speedway,Fuji Speedway,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Partially Cloudy,569.005,224.0,1,7204864,56,42
S116-9e9274d9,2026-06-06T18:27:10Z,Fuji Speedway,Fuji Speedway,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Light Clouds,831.59,156.0,1,5500928,56,42
S117-cf7780c1,2026-06-06T18:30:51Z,Fuji Speedway,Fuji Speedway,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Light Clouds,108.0,108.0,0,4272128,56,42
S118-1bcd2a0c,2026-06-06T18:33:45Z,Fuji Speedway,Fuji Speedway,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Qualify,Light Clouds,572.26,517.0,5,13398016,56,42
S119-d64fd9ef,2026-06-06T18:43:06Z,Fuji Speedway,Fuji Speedway,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Race,Light Clouds,29.725,2.0,0,1388544,56,42
S120-7763be19,2026-06-06T18:43:25Z,Fuji Speedway,Fuji Speedway,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Race,Light Clouds,258.0,258.0,1,8204288,56,42
S121-302f07b9,2026-06-06T18:53:25Z,Autodromo Enzo e Dino Ferrari,Autodromo Enzo e Dino Ferrari,United Autosports #21:ELMS25,LMP2_ELMS,Practice,Partially Cloudy,1451.16,1238.0,12,28585984,56,42
S122-328beb17,2026-06-06T19:16:46Z,Autodromo Enzo e Dino Ferrari,Autodromo Enzo e Dino Ferrari,United Autosports #21:ELMS25,LMP2_ELMS,Practice,Partially Cloudy,104.18,52.0,0,2846720,56,42
S123-4cb4073f,2026-06-06T19:19:04Z,Autodromo Enzo e Dino Ferrari,Autodromo Enzo e Dino Ferrari,United Autosports #21:ELMS25,LMP2_ELMS,Qualify,Partially Cloudy,484.86,450.0,4,11644928,56,42
S124-1191cea2,2026-06-06T19:28:04Z,Autodromo Enzo e Dino Ferrari,Autodromo Enzo e Dino Ferrari,United Autosports #21:ELMS25,LMP2_ELMS,Race,Partially Cloudy,7.628,2.0,0,1388544,56,42
S125-35438326,2026-06-06T19:28:21Z,Autodromo Enzo e Dino Ferrari,Autodromo Enzo e Dino Ferrari,United Autosports #21:ELMS25,LMP2_ELMS,Race,Partially Cloudy,3796.82,3772.0,38,97513472,56,42
S126-cea02322,2026-06-07T00:36:07Z,Circuit de la Sarthe,Circuit de la Sarthe,Alpine Endurance Team 2026 #35:WEC,Hyper,Practice,Clear,844.525,50.0,0,2551808,56,42
S127-872e518e,2026-06-07T00:54:12Z,Autodromo Enzo e Dino Ferrari,Autodromo Enzo e Dino Ferrari,DKR Engineering #4:ELMS25,LMP3,Practice,Partially Cloudy,427.03,28.0,0,1945600,56,42
S128-a1d0fb35,2026-06-07T00:55:07Z,Autodromo Enzo e Dino Ferrari,Autodromo Enzo e Dino Ferrari,DKR Engineering #4:ELMS25,LMP3,Practice,Partially Cloudy,482.83,129.0,0,4927488,56,42
S129-b0603ec8,2026-06-07T01:05:01Z,Autodromo Enzo e Dino Ferrari,Autodromo Enzo e Dino Ferrari,DKR Engineering #4:ELMS25,LMP3,Practice,Light Clouds,1076.132,49.0,0,2600960,56,42
S130-5159e9ad,2026-06-07T01:08:55Z,Autodromo Enzo e Dino Ferrari,Autodromo Enzo e Dino Ferrari,DKR Engineering #4:ELMS25,LMP3,Practice,Light Clouds,1310.848,75.0,0,3338240,56,42
S131-053740b9,2026-06-07T01:13:15Z,Autodromo Enzo e Dino Ferrari,Autodromo Enzo e Dino Ferrari,DKR Engineering #4:ELMS25,LMP3,Practice,Partially Cloudy,1570.87,72.0,0,3174400,56,42
S132-6a039a87,2026-06-07T01:19:17Z,Fuji Speedway,Fuji Speedway,DKR Engineering #4:ELMS25,LMP3,Practice,Light Clouds,346.765,64.0,0,3125248,56,42
S133-32a334ed,2026-06-07T01:25:08Z,Fuji Speedway,Fuji Speedway,DKR Engineering #4:ELMS25,LMP3,Practice,Light Clouds,697.508,64.0,0,3010560,56,42
S134-c6124e7b,2026-06-07T01:32:35Z,Algarve International Circuit,Algarve International Circuit,Alpine Endurance Team 2026 #35:WEC,Hyper,Practice,Partially Cloudy,872.967,3.0,0,1388544,56,42
S135-5d8c9eac,2026-06-07T01:33:55Z,Autodromo Nazionale Monza,Autodromo Nazionale Monza,DKR Engineering #4:ELMS25,LMP3,Practice,Partially Cloudy,655.99,73.0,0,3239936,56,42
S136-b6102ca6,2026-06-07T01:51:51Z,Sebring International Raceway,Sebring International Raceway,Logitech G Challenge #1:LGC,GT3,Practice,Light Clouds,469.73,158.0,1,4796416,56,42
S137-738a7a67,2026-06-07T11:19:35Z,Fuji Speedway,Fuji Speedway Classic,Heart of Racing Team 2026 #23:WEC,GT3,Practice,Mostly Cloudy,774.31,114.0,0,4141056,56,42
S138-7c079353,2026-06-07T11:46:38Z,Circuit de Barcelona,Circuit de Barcelona,Alpine Endurance Team 2026 #35:WEC,Hyper,Practice,Light Clouds,68.0,68.0,0,3158016,56,42
S139-5492848a,2026-06-07T11:50:40Z,Circuit de Barcelona,Circuit de Barcelona,Alpine Endurance Team 2026 #35:WEC,Hyper,Practice,Light Clouds,226.715,11.0,0,1748992,56,42
S140-5f536dd0,2026-06-07T11:50:56Z,Circuit de Barcelona,Circuit de Barcelona,Alpine Endurance Team 2026 #35:WEC,Hyper,Practice,Light Clouds,241.273,13.0,0,1650688,56,42
S141-23eeacf4,2026-06-07T11:55:05Z,Circuit de Barcelona,Circuit de Barcelona,Alpine Endurance Team 2026 #35:WEC,Hyper,Practice,Light Clouds,295.7,11.0,0,1634304,56,42
S142-113cb5ee,2026-06-07T12:17:32Z,Circuit de Barcelona,Circuit de Barcelona,Alpine Endurance Team 2026 #35:WEC,Hyper,Practice,Partially Cloudy,1285.85,48.0,0,2666496,56,42
S143-fab27790,2026-06-07T14:09:03Z,Circuit de Barcelona,Circuit de Barcelona,Alpine Endurance Team 2026 #35:WEC,Hyper,Practice,Light Clouds,76.0,76.0,0,3321856,56,42
S144-ea5d9bc4,2026-06-07T19:25:10Z,Circuit de Barcelona,Circuit de Barcelona,Alpine Endurance Team 2026 #35:WEC,Hyper,Race,Light Clouds,102.0,102.0,0,4435968,56,42
S145-04bd8978,2026-06-08T07:13:46Z,Circuit de Barcelona,Circuit de Barcelona,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Light Clouds,202.69,37.0,0,2256896,56,42
