session_id,date_utc,track,layout,car,class,session_type,weatherconditions,duration_s,continuous_span_s,laps,source_bytes,catalog_continuous,catalog_events
S146-13d0913c,2026-06-08T07:14:53Z,Circuit de Barcelona,Circuit de Barcelona,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Light Clouds,244.135,7.0,0,1617920,56,42
S147-eb308050,2026-06-08T07:15:26Z,Circuit de Barcelona,Circuit de Barcelona,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Light Clouds,270.375,139.0,0,4501504,56,42
S148-36b1a3d1,2026-06-08T08:29:09Z,Circuit de Barcelona,Circuit de Barcelona,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Light Clouds,421.4,201.0,1,5681152,56,42
S149-50eb1580,2026-06-08T16:32:44Z,Autodromo Nazionale Monza,Autodromo Nazionale Monza,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Partially Cloudy,287.843,156.0,0,5156864,56,42
S150-725f7929,2026-06-08T16:35:27Z,Autodromo Nazionale Monza,Autodromo Nazionale Monza,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Partially Cloudy,451.343,38.0,0,2322432,56,42
S151-c113aa95,2026-06-08T16:44:16Z,Autodromo Nazionale Monza,Autodromo Nazionale Monza,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Qualify,Partially Cloudy,514.6,482.0,4,11874304,56,42
S152-b58725b5,2026-06-08T16:52:40Z,Autodromo Nazionale Monza,Autodromo Nazionale Monza,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Race,Partially Cloudy,22.058,1.0,0,1388544,56,42
S153-94cb6b4e,2026-06-08T16:52:55Z,Autodromo Nazionale Monza,Autodromo Nazionale Monza,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Race,Partially Cloudy,37.35,3.0,0,1388544,56,42
S154-7707343d,2026-06-08T16:53:03Z,Autodromo Nazionale Monza,Autodromo Nazionale Monza,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Race,Partially Cloudy,1417.86,1374.0,12,27209728,56,42
S155-da634fc4,2026-06-08T17:24:58Z,Fuji Speedway,Fuji Speedway,Vector Sport #10:ELMS25,LMP2_ELMS,Practice,Partially Cloudy,828.4,316.0,3,8663040,56,42
S156-41524907,2026-06-08T17:31:32Z,Fuji Speedway,Fuji Speedway,Vector Sport #10:ELMS25,LMP2_ELMS,Practice,Light Clouds,90.873,66.0,0,3256320,56,42
S157-b8e5beb6,2026-06-08T17:33:09Z,Fuji Speedway,Fuji Speedway,Vector Sport #10:ELMS25,LMP2_ELMS,Qualify,Light Clouds,520.16,513.0,5,13791232,56,42
S158-924d83bb,2026-06-08T17:43:03Z,Fuji Speedway,Fuji Speedway,Vector Sport #10:ELMS25,LMP2_ELMS,Race,Light Clouds,14.585,2.0,0,1388544,56,42
S159-9efd021c,2026-06-08T18:35:54Z,Circuit de Barcelona,Circuit de Barcelona,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Light Clouds,314.0,314.0,1,8499200,56,42
S160-dbd1a512,2026-06-08T20:35:49Z,Circuit de Barcelona,Circuit de Barcelona,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Light Clouds,329.082,248.0,1,6451200,56,42
S161-3af87686,2026-06-08T21:27:16Z,Circuit de Barcelona,Circuit de Barcelona,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Partially Cloudy,582.53,105.0,0,3928064,56,42
S162-90e6b602,2026-06-08T21:52:40Z,Circuit de Barcelona,Circuit de Barcelona,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Partially Cloudy,1420.345,196.0,1,5992448,56,42
S163-b9637dcc,2026-06-09T10:28:10Z,Circuit de Barcelona,Circuit de Barcelona,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Light Clouds,1089.0,1089.0,0,18739200,56,42
S164-78add50f,2026-06-09T10:46:49Z,Circuit de Barcelona,Circuit de Barcelona,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Partially Cloudy,1110.105,88.0,0,3682304,56,42
S165-678e8640,2026-06-09T11:27:34Z,Circuit de Barcelona,Circuit de Barcelona,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Light Clouds,62.0,62.0,0,2994176,56,42
S166-a7a238c3,2026-06-09T12:23:03Z,Circuit de Barcelona,Circuit de Barcelona,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Light Clouds,118.0,118.0,0,4091904,56,42
S167-8275bf83,2026-06-09T14:46:51Z,Circuit de Barcelona,Circuit de Barcelona,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Light Clouds,163.26,44.0,0,2535424,56,42
S168-02e9bb4a,2026-06-10T11:03:23Z,Circuit de Barcelona,Circuit de Barcelona,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Light Clouds,27.0,27.0,0,1912832,56,42
S169-b5e15386,2026-06-10T15:00:58Z,Circuit de Barcelona,Circuit de Barcelona,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Partially Cloudy,1253.795,74.0,0,3420160,56,42
S170-d1bb158f,2026-06-10T15:32:02Z,Circuit de Barcelona,Circuit de Barcelona,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Light Clouds,3084.075,97.0,0,3878912,56,42
S171-43a414e0,2026-06-10T15:51:54Z,Circuit de Barcelona,Circuit de Barcelona,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Clear,3186.017,66.0,0,3141632,56,42
S172-b6ce17f7,2026-06-10T15:55:35Z,Circuit de Barcelona,Circuit de Barcelona,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Clear,3272.66,43.0,0,2338816,56,42
S173-ee728593,2026-06-10T16:07:19Z,Circuit de Barcelona,Circuit de Barcelona,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Clear,3324.98,59.0,0,2600960,56,42
S174-f46d214a,2026-06-10T16:17:33Z,Circuit de Barcelona,Circuit de Barcelona,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Clear,3388.912,138.0,1,4452352,56,42
S175-04fad4fb,2026-06-10T16:36:54Z,Circuit de Barcelona,Circuit de Barcelona,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Clear,3531.108,118.0,1,3993600,56,42
S176-5967628f,2026-06-10T17:14:24Z,Circuit de Barcelona,Circuit de Barcelona,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Race,Light Clouds,4.0,4.0,0,1552384,56,42
S177-21947779,2026-06-10T17:14:47Z,Circuit de Barcelona,Circuit de Barcelona,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Race,Light Clouds,19.0,19.0,0,1863680,56,42
S178-6d1d98be,2026-06-10T17:53:16Z,Circuit de Barcelona,Circuit de Barcelona,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Race,Light Clouds,17.0,17.0,0,1863680,56,42
S179-bdb6ebc6,2026-06-10T17:54:22Z,Circuit de Barcelona,Circuit de Barcelona,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Race,Light Clouds,21.0,21.0,0,1978368,56,42
S180-ce2e638e,2026-06-10T17:56:09Z,Circuit de Barcelona,Circuit de Barcelona,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Light Clouds,49.0,49.0,0,2633728,56,42
S181-274d12d0,2026-06-10T17:57:08Z,Circuit de Barcelona,Circuit de Barcelona,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Light Clouds,76.1,22.0,0,1863680,56,42
S182-f4bb4b9e,2026-06-10T17:57:40Z,Circuit de Barcelona,Circuit de Barcelona,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Light Clouds,172.0,172.0,0,5042176,56,42
S183-a2432b6a,2026-06-10T18:04:29Z,Circuit de Barcelona,Circuit de Barcelona,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Light Clouds,434.095,29.0,0,1929216,56,42
S184-6132dfd8,2026-06-10T18:05:18Z,Circuit de Barcelona,Circuit de Barcelona,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Partially Cloudy,480.9,67.0,0,3010560,56,42
S185-2237673f,2026-06-10T18:06:38Z,Circuit de Barcelona,Circuit de Barcelona,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Partially Cloudy,560.062,24.0,0,2027520,56,42
S186-642cb709,2026-06-10T18:07:17Z,Circuit de Barcelona,Circuit de Barcelona,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Partially Cloudy,596.918,362.0,1,9515008,56,42
S187-3a7b2872,2026-06-11T17:05:07Z,Circuit de la Sarthe,Circuit de la Sarthe,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Partially Cloudy,99.02,4.0,0,1683456,56,42
S188-244d1ad6,2026-06-11T17:05:44Z,Circuit de la Sarthe,Circuit de la Sarthe,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Partially Cloudy,135.665,94.0,0,4009984,56,42
S189-4f4bcf76,2026-06-11T17:08:15Z,Circuit de la Sarthe,Circuit de la Sarthe,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Partially Cloudy,286.457,119.0,0,4976640,56,42
S190-62b37ffc,2026-06-11T17:10:20Z,Circuit de la Sarthe,Circuit de la Sarthe,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Light Clouds,411.235,269.0,1,7811072,56,42
S191-00c2bc67,2026-06-11T17:15:49Z,Circuit de la Sarthe,Circuit de la Sarthe,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Mostly Cloudy,89.0,89.0,0,4059136,56,42
S192-7f587115,2026-06-11T17:17:32Z,Circuit de la Sarthe,Circuit de la Sarthe,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Partially Cloudy,147.248,71.0,0,3387392,56,42
S193-052a52c7,2026-06-11T17:19:23Z,Circuit de la Sarthe,Circuit de la Sarthe,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Qualify,Partially Cloudy,523.28,498.0,2,11415552,56,42
S194-bf2aa370,2026-06-11T17:28:40Z,Circuit de la Sarthe,Circuit de la Sarthe,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Race,Partially Cloudy,18.23,2.0,0,1388544,56,42
S195-50318b97,2026-06-11T17:28:50Z,Circuit de la Sarthe,Circuit de la Sarthe,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Race,Partially Cloudy,1559.0,1559.0,6,37761024,56,42
S196-316a3224,2026-06-11T18:07:13Z,Sebring International Raceway,Sebring International Raceway,Logitech G Challenge #10:LGC,GT3,Practice,Light Clouds,432.14,205.0,2,6205440,56,42
S197-5e8e32f9,2026-06-11T18:11:59Z,Sebring International Raceway,Sebring International Raceway,Logitech G Challenge #10:LGC,GT3,Practice,Light Clouds,715.92,250.0,2,7090176,56,42
S198-8d0700dc,2026-06-11T18:17:37Z,Sebring International Raceway,Sebring International Raceway,Logitech G Challenge #10:LGC,GT3,Practice,Partially Cloudy,153.0,64.0,1,2928640,56,42
S199-c8a215f6,2026-06-11T18:19:11Z,Sebring International Raceway,Sebring International Raceway,Logitech G Challenge #10:LGC,GT3,Qualify,Partially Cloudy,370.0,370.0,3,9187328,56,42
S200-39c51b90,2026-06-11T18:28:24Z,Sebring International Raceway,Sebring International Raceway,Logitech G Challenge #10:LGC,GT3,Race,Light Clouds,4.555,2.0,0,1404928,56,42
S201-8daf968e,2026-06-11T18:28:56Z,Sebring International Raceway,Sebring International Raceway,Logitech G Challenge #10:LGC,GT3,Race,Light Clouds,1373.82,1339.0,10,26718208,56,42
S202-70e16d27,2026-06-11T18:58:49Z,Lusail International Circuit,Lusail Short Circuit,Heart of Racing Team 2026 #23:WEC,GT3,Practice,Light Clouds,412.195,53.0,0,2764800,56,42
S203-69971fcf,2026-06-11T18:59:59Z,Lusail International Circuit,Lusail Short Circuit,Heart of Racing Team 2026 #23:WEC,GT3,Practice,Light Clouds,481.637,199.0,1,6336512,56,42
S204-c5fe0a61,2026-06-13T16:57:04Z,Circuit de Barcelona,Circuit de Barcelona,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Light Clouds,100.47,1.0,0,1503232,56,42
S205-30d172a6,2026-06-13T16:57:15Z,Circuit de Barcelona,Circuit de Barcelona,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Light Clouds,108.612,82.0,0,3158016,56,42
S206-367aa7e9,2026-06-13T17:01:39Z,Circuit de Barcelona,Circuit de Barcelona,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Light Clouds,195.912,156.0,1,5173248,56,42
S207-fb6988b8,2026-06-13T17:04:42Z,Circuit de Barcelona,Circuit de Barcelona,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Light Clouds,357.038,13.0,0,1748992,56,42
S208-41484d47,2026-06-13T17:57:11Z,Circuit de Barcelona,Circuit de Barcelona,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Light Clouds,78.493,41.0,0,2256896,56,42
S209-75b07ea8,2026-06-13T19:07:34Z,Circuit de Barcelona,Circuit de Barcelona,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Light Clouds,250.64,3.0,0,1601536,56,42
S210-a7cfd232,2026-06-14T10:42:12Z,Circuit de Barcelona,Circuit de Barcelona,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Light Clouds,53.0,53.0,0,2617344,56,42
S211-0ad21704,2026-06-15T07:17:39Z,Circuit de Spa-Francorchamps,Circuit de Spa-Francorchamps Endurance,Peugeot TotalEnergies 2026 #93:LM,Hyper,Practice,Overcast,1158.2,28.0,0,1961984,56,42
S212-53de5f39,2026-06-15T07:18:51Z,Circuit de Spa-Francorchamps,Circuit de Spa-Francorchamps Endurance,Peugeot TotalEnergies 2026 #93:LM,Hyper,Practice,Overcast,1230.2,20.0,0,1830912,56,42
S213-cfcea4f6,2026-06-15T07:41:27Z,Circuit de la Sarthe,Circuit de la Sarthe,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Light Clouds,822.613,30.0,0,1994752,56,42
S214-7697b4dd,2026-06-15T07:47:30Z,Circuit de la Sarthe,Circuit de la Sarthe,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Partially Cloudy,1185.048,31.0,0,2142208,56,42
S215-dcb563f0,2026-06-15T09:23:46Z,Paul Ricard Circuit,Paul Ricard - ELMS,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Light Clouds,657.26,45.0,0,2617344,56,42
S216-4f180f99,2026-06-15T10:26:25Z,Circuit de la Sarthe,Circuit de la Sarthe,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Light Clouds,266.067,7.0,0,1650688,56,42
S217-2a0ebf52,2026-06-15T10:26:37Z,Circuit de la Sarthe,Circuit de la Sarthe,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Light Clouds,278.385,83.0,0,3633152,56,42
S218-367695ac,2026-06-15T10:42:24Z,Silverstone Circuit,Silverstone Grand Prix Circuit - ELMS,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Mostly Cloudy,246.76,50.0,0,2732032,56,42
S219-4034769f,2026-06-15T10:43:39Z,Silverstone Circuit,Silverstone Grand Prix Circuit - ELMS,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Partially Cloudy,321.85,35.0,0,2174976,56,42
S220-cb6f431c,2026-06-15T10:46:12Z,Silverstone Circuit,Silverstone Grand Prix Circuit - ELMS,ADESS Factory Racing Team 2025 #46:ELMS,LMP3,Practice,Partially Cloudy,474.993,48.0,0,2666496,56,42
S221-686f7054,2026-06-15T11:07:05Z,Circuit de la Sarthe,Circuit de la Sarthe,Alpine Endurance Team 2026 #35:WEC,Hyper,Practice,Overcast,532.625,49.0,0,2797568,56,42
S222-d71796bc,2026-06-15T11:15:42Z,Circuit de la Sarthe,Circuit de la Sarthe,Alpine Endurance Team 2026 #35:WEC,Hyper,Practice,Mostly Cloudy,1048.755,37.0,0,2289664,56,42
