lapDistance,latitude,longitude
3580.89,60.0046230,0.0021313
3584.37,60.0046270,0.0020685
3588.04,60.0046270,0.0020045
3591.83,60.0046270,0.0019394
3595.77,60.0046270,0.0018732
3599.49,60.0046230,0.0018060
3603.62,60.0046230,0.0017379
3607.83,60.0046200,0.0016688
3612.12,60.0046120,0.0015990
3616.41,60.0046100,0.0015286
3620.73,60.0045970,0.0014580
3625.11,60.0045900,0.0013876
3629.22,60.0045780,0.0013175
3633.66,60.0045620,0.0012476
3638.16,60.0045500,0.0011780
3642.69,60.0045300,0.0011089
3647.26,60.0045170,0.0010405
3651.87,60.0044980,0.0009729
3656.49,60.0044800,0.0009062
3661.13,60.0044560,0.0008401
3665.78,60.0044330,0.0007742
3670.37,60.0044100,0.0007082
3674.93,60.0043870,0.0006414
3679.49,60.0043640,0.0005738
3683.98,60.0043400,0.0005070
3688.33,60.0043200,0.0004417
3692.53,60.0043000,0.0003778
3696.55,60.0042800,0.0003146
3700.39,60.0042600,0.0002515
3704.28,60.0042460,0.0001881
3707.99,60.0042340,0.0001243
3711.70,60.0042200,0.0000602
3715.42,60.0042080,-0.0000041
3719.13,60.0042000,-0.0000683
3722.76,60.0041920,-0.0001317
3726.30,60.0041850,-0.0001938
3729.75,60.0041800,-0.0002547
3733.09,60.0041770,-0.0003143
3736.35,60.0041770,-0.0003727
3739.54,60.0041770,-0.0004299
3742.67,60.0041770,-0.0004859
3745.76,60.0041800,-0.0005407
3748.80,60.0041900,-0.0005942
3751.83,60.0041920,-0.0006465
3754.79,60.0042040,-0.0006974
3757.81,60.0042100,-0.0007471
3760.86,60.0042230,-0.0007959
3763.84,60.0042340,-0.0008438
3766.97,60.0042500,-0.0008908
3770.18,60.0042650,-0.0009366
3773.26,60.0042800,-0.0009811
3776.60,60.0043000,-0.0010239
3780.05,60.0043200,-0.0010648
3783.20,60.0043400,-0.0011037
3786.78,60.0043640,-0.0011401
3790.43,60.0043870,-0.0011744
3793.62,60.0044100,-0.0012068
3797.31,60.0044330,-0.0012370
3800.94,60.0044600,-0.0012644
3804.14,60.0044860,-0.0012887
3807.66,60.0045130,-0.0013098
3811.12,60.0045400,-0.0013276
3814.27,60.0045660,-0.0013422
3817.73,60.0045930,-0.0013538
3821.23,60.0046230,-0.0013624
3824.45,60.0046500,-0.0013679
3828.04,60.0046800,-0.0013702
3831.72,60.0047100,-0.0013692
3835.50,60.0047380,-0.0013650
3838.83,60.0047700,-0.0013573
3842.73,60.0048000,-0.0013464
3846.68,60.0048300,-0.0013321
3850.68,60.0048560,-0.0013147
3854.14,60.0048870,-0.0012939
3858.22,60.0049170,-0.0012700
3862.28,60.0049480,-0.0012431
3866.19,60.0049740,-0.0012137
3869.91,60.0050050,-0.0011818
3873.51,60.0050350,-0.0011475
3877.22,60.0050620,-0.0011107
3880.99,60.0050930,-0.0010714
3884.85,60.0051200,-0.0010294
3888.80,60.0051500,-0.0009847
3892.83,60.0051770,-0.0009372
3896.92,60.0052070,-0.0008871
3901.08,60.0052340,-0.0008342
3905.31,60.0052600,-0.0007787
3909.65,60.0052870,-0.0007207
3914.02,60.0053100,-0.0006603
3918.47,60.0053370,-0.0005982
3922.98,60.0053630,-0.0005348
3927.57,60.0053860,-0.0004704
3932.23,60.0054130,-0.0004053
3936.93,60.0054400,-0.0003397
3941.70,60.0054700,-0.0002732
3946.51,60.0054970,-0.0002062
3951.39,60.0055240,-0.0001386
3956.33,60.0055500,-0.0000703
3961.32,60.0055800,-0.0000012
3966.34,60.0056080,0.0000689
3971.43,60.0056400,0.0001403
3976.56,60.0056650,0.0002128
3981.75,60.0056950,0.0002865
3987.00,60.0057220,0.0003616
3992.28,60.0057530,0.0004387
3997.61,60.0057800,0.0005178
4002.98,60.0058060,0.0005992
4008.38,60.0058330,0.0006827
4013.79,60.0058560,0.0007684
4019.20,60.0058800,0.0008561
4024.56,60.0059000,0.0009454
4029.96,60.0059200,0.0010362
4035.43,60.0059360,0.0011278
4040.95,60.0059500,0.0012200
4046.46,60.0059660,0.0013123
4051.96,60.0059740,0.0014047
4057.48,60.0059850,0.0014973
4063.01,60.0059930,0.0015903
4068.54,60.0059970,0.0016843
4074.10,60.0060000,0.0017795
4079.88,60.0060000,0.0018754
4085.44,60.0060000,0.0019721
4091.03,60.0059970,0.0020693
4096.66,60.0059930,0.0021668
4102.30,60.0059850,0.0022644
4107.93,60.0059780,0.0023619
4113.52,60.0059660,0.0024591
4119.04,60.0059500,0.0025555
4124.48,60.0059360,0.0026512
4129.95,60.0059170,0.0027461
4135.58,60.0058980,0.0028402
4141.27,60.0058750,0.0029333
4147.02,60.0058500,0.0030253
4152.82,60.0058250,0.0031162
4158.68,60.0058000,0.0032061
4164.56,60.0057700,0.0032952
4170.45,60.0057400,0.0033840
4176.40,60.0057100,0.0034728
4182.40,60.0056800,0.0035624
4188.43,60.0056500,0.0036532
4194.51,60.0056200,0.0037449
4200.63,60.0055920,0.0038372
4206.80,60.0055600,0.0039300
4212.99,60.0055270,0.0040229
4219.22,60.0054970,0.0041162
4225.49,60.0054660,0.0042100
4231.73,60.0054360,0.0043036
4237.84,60.0054050,0.0043953
4243.77,60.0053800,0.0044845
4249.54,60.0053500,0.0045711
4255.19,60.0053200,0.0046553
4260.72,60.0052900,0.0047372
4266.18,60.0052640,0.0048168
4271.56,60.0052340,0.0048937
4276.87,60.0052030,0.0049676
4282.09,60.0051730,0.0050384
4287.23,60.0051400,0.0051057
4292.27,60.0051040,0.0051695
4297.27,60.0050700,0.0052296
4302.29,60.0050300,0.0052860
4307.36,60.0049930,0.0053387
4312.54,60.0049550,0.0053880
4317.82,60.0049170,0.0054342
4323.18,60.0048750,0.0054769
4328.54,60.0048330,0.0055162
4333.90,60.0047900,0.0055518
4339.27,60.0047450,0.0055838
4344.81,60.0047000,0.0056120
4350.24,60.0046540,0.0056362
4355.71,60.0046100,0.0056563
4361.21,60.0045600,0.0056721
4366.73,60.0045130,0.0056836
4372.30,60.0044630,0.0056909
4377.93,60.0044140,0.0056940
4383.58,60.0043640,0.0056930
4389.20,60.0043140,0.0056874
4394.81,60.0042650,0.0056774
4400.31,60.0042150,0.0056628
4405.78,60.0041660,0.0056437
4411.21,60.0041200,0.0056201
4416.61,60.0040700,0.0055919
4422.02,60.0040200,0.0055593
4427.53,60.0039750,0.0055228
4433.16,60.0039250,0.0054822
4438.88,60.0038800,0.0054379
4444.63,60.0038340,0.0053900
4450.44,60.0037880,0.0053383
4456.28,60.0037420,0.0052832
4462.15,60.0036960,0.0052253
4468.06,60.0036540,0.0051649
4474.00,60.0036100,0.0051025
4479.99,60.0035670,0.0050384
4486.03,60.0035250,0.0049730
4492.11,60.0034800,0.0049072
4498.23,60.0034370,0.0048417
4504.37,60.0033900,0.0047766
4510.54,60.0033450,0.0047120
4516.75,60.0033000,0.0046477
4522.99,60.0032540,0.0045837
4529.27,60.0032100,0.0045198
4535.57,60.0031620,0.0044560
4541.90,60.0031130,0.0043922
4548.27,60.0030670,0.0043286
4554.69,60.0030170,0.0042652
4561.13,60.0029680,0.0042021
4567.60,60.0029220,0.0041390
4574.10,60.0028720,0.0040758
4580.64,60.0028230,0.0040128
4587.20,60.0027730,0.0039496
4593.79,60.0027200,0.0038860
4600.39,60.0026700,0.0038218
4607.00,60.0026200,0.0037572
4613.66,60.0025700,0.0036921
4620.38,60.0025200,0.0036265
4627.12,60.0024700,0.0035606
4633.86,60.0024200,0.0034947
4640.65,60.0023700,0.0034290
4647.46,60.0023160,0.0033634
